__label__0 "so that means you still think of teju"
__label__1 "winner as a valued network customer you have been selected to receivea prize reward to claim call 09061701461 claim code kl341 valid 12 hours only"
__label__0 "sorry to trouble u again can buy 4d for my dad again 1405 1680 1843 all 2 big 1 small sat n sun thanx"
__label__0 "i wont get concentration dear you know you are my mind and everything"
__label__0 "how is it possible to teach you and where"
__label__1 "4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on 08000938767 to update now or2stoptxt"
__label__0 "well i know z will take care of me so no worries"
__label__0 "you available now i like right around hillsborough amp lt gt th"
__label__0 "i have no money 4 steve mate"
__label__0 "hey you can pay with salary de only lt gt"
__label__0 "lol ok ill try to send be warned sprint is dead slow you prolly get it tomorrow"
__label__0 "a guy who gets used but is too dumb to realize it"
__label__0 "how are you babes hope your doing ok i had a shit nights sleep i fell asleep at knackered and dreading work tonight what are thou upto tonight x"
__label__0 "for the first time in the history and are sold at same price in india lt gt lt gt lt gt shesil lt gt"
__label__1 "urgent call 09066612661 from landline your complementary 4 tenerife holiday or cash await collection sae t cs po box 3 wa14 2px 150ppm sender hol offer"
__label__0 "thanks for understanding i been trying to tell sura that"
__label__0 "at 7 we will go ok na"
__label__0 "its ok if anybody asks abt me u tel them"
__label__0 "not a drop in the tank"
__label__0 "i got to video tape pple type in message lor u so free wan 2 help me hee cos i noe u wan 2 watch infernal affairs so ask u along asking shuhui oso"
__label__0 "in which place do you want da"
__label__0 "u should have made an appointment"
__label__0 "ok omw now you at castor"
__label__0 "ok i found dis pierre cardin one which looks normal costs 20 its on sale"
__label__0 "lovely smell on this bus and it ai tobacco"
__label__0 "i done i sorry i hope your next space gives you everything you want remember all the furniture is yours if i not around when you move it just lock all the locks and leave the key with jenne"
__label__1 "freemsg feelin kinda lnly hope u like 2 keep me company jst got a cam moby wan na c my pic txt or reply date to 82242 msg150p 2rcv hlp 08712317606 stop to 82242"
__label__0 "do u ever get a song stuck in your head for no reason and it wo go away til u listen to it like 5 times"
__label__0 "me sef dey laugh you meanwhile how my darling anjie"
__label__0 "hi its kate it was lovely to see you tonight and ill phone you tomorrow i got to sing and a guy gave me his card xxx"
__label__0 "so wat da decision"
__label__0 "ok lor wat time ü finish"
__label__0 "i liked your new house"
__label__0 "where do you need to go to get it"
__label__0 "what you need you have a person to give na"
__label__0 "8 at the latest g still there if you can scrounge up some ammo and want to give the new ak a try"
__label__0 "not tonight mate catching up on some sleep this is my new number by the way"
__label__0 "if i start sending blackberry torch to nigeria will you find buyer for me like 4a month and tell dad not to buy bb from anyone oh"
__label__0 "the lay man just to let you know you are missed and thought off do have a great day and if you can send me bimbo and ugo numbers ill appreciate safe"
__label__0 "hey are you angry with me reply me dr"
__label__0 "ok there may be a free gym about"
__label__0 "does daddy have a bb now"
__label__0 "did i forget to tell you i want you i need you i crave you but most of all i love you my sweet arabian steed mmmmmm yummy"
__label__0 "hi happy new year i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is thanks"
__label__1 "no 1 nokia tone 4 ur mob every week just txt nok to 87021 1st tone free so get txtin now and tell ur friends 16 reply hl 4info"
__label__0 "no prob i will send to your email"
__label__0 "i got ta collect da car at 6 lei"
__label__1 "free msg ringtone from http wml 37819"
__label__0 "they finally came to fix the ceiling"
__label__1 "thank you winner notified by sms good luck no future marketing reply stop to 84122 customer services 08450542832"
__label__0 "when u wana see it then"
__label__0 "tomarrow i want to got to court at lt decimal gt so you come to bus stand at 9"
__label__0 "i hav almost reached call i m unable to connect u"
__label__1 "hi its lucy hubby at meetins all day fri i will b alone at hotel u fancy cumin over pls leave msg 2day 09099726395 lucy x"
__label__0 "gud mrng dear have a nice day"
__label__1 "u have a secret admirer who is looking 2 make contact with out who they r reveal who thinks ur so on 09058094599"
__label__0 "get there tomorrow and send it to you"
__label__0 "its ok my arm is feeling weak cuz i got a shot so we can go another time"
__label__0 "yeah i got a list with only u and joanna if i feeling really anti social"
__label__0 "i there and i can see you but you ca see me maybe you should reboot ym i seen the buzz"
__label__0 "wat time ü finish"
__label__0 "dear where you will be when i reach there"
__label__0 "i had askd u a question some hours before its answer"
__label__0 "happy valentines day i know its early but i have hundreds of handsomes and beauties to wish so i thought to finish off aunties and uncles 1st"
__label__1 "your free ringtone is waiting to be collected simply text the password mix to 85069 to verify get usher and britney fml po box 5249 mk17 92h 450ppw 16"
__label__0 "hey sathya till now we dint meet not even a single time then how can i saw the situation sathya"
__label__0 "went to pay rent so i had to go to the bank to authorise the payment"
__label__0 "ooooooh i forgot to tell u i can get on yoville on my phone"
__label__0 "jos ask if u wana meet up"
__label__0 "i in chennai velachery"
__label__0 "you should give it on one day"
__label__0 "ya just telling abt tht incident"
__label__0 "when you came to hostel"
__label__0 "hey now am free you can call me"
__label__0 "we have sent jd for customer service cum accounts executive to ur mail id for details contact us"
__label__0 "it cool we can last a little while getting more any time soon"
__label__0 "haha figures well i found the piece and priscilla bowl"
__label__0 "once free call me sir i am waiting for you"
__label__0 "ca take any major roles in community outreach you rock mel"
__label__0 "gumby has a special where a lt gt cheese pizza is 2 so i know what we doin tonight"
__label__0 "hello damn this christmas thing i think i have decided to keep this mp3 that doesnt work"
__label__0 "may i call you later pls"
__label__0 "alex says he not ok with you not being ok with it"
__label__1 "win the newest harry potter and the order of the phoenix book 5 reply harry answer 5 questions chance to be the first among readers"
__label__0 "after my work ah den 6 plus lor u workin oso rite den go orchard lor no other place to go liao"
__label__0 "hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx"
__label__0 "hiya hows it going in sunny africa hope u r avin a good time give that big old silver back a big kiss from me"
__label__0 "yeah work is fine started last week all the same stuff as before dull but easy and guys are fun"
__label__1 "ur balance is now next question complete the landmark big a bob barry or ben text a b or c to 83738 good luck"
__label__0 "good morning princess how are you"
__label__0 "im late tellmiss im on my way"
__label__0 "allo we have braved the buses and taken on the trains and triumphed i mean we re in b ham have a jolly good rest of week"
__label__1 "win urgent your mobile number has been awarded with a prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm"
__label__0 "7 lor change 2 suntec wat time u coming"
__label__0 "babe i love you covers your face in kisses"
__label__0 "hey what up charles sorry about the late reply"
__label__0 "rofl its true to its name"
__label__0 "babe i need your advice"
__label__0 "ok now i am in bus if i come soon i will come otherwise tomorrow"
__label__0 "wat uniform in where get"
__label__0 "but am going to college what to do are else ill come there it self pa"
__label__0 "sday only training we started today"
__label__0 "water logging in desert geoenvironmental implications"
__label__0 "when people see my msgs they think iam addicted to msging they are wrong bcoz they know that iam addicted to my sweet friends bslvyl"
__label__0 "hey babe far 2 2 spk at da mo dead 2 da wrld been sleeping on da sofa all day had a cool nytho tx 4 fonin hon call 2mwen im bk frmcloud 9 j x"
__label__0 "i got a call from a landline number i am asked to come to anna nagar i will go in the afternoon"
__label__0 "well welp is sort of a semiobscure internet thing"
__label__0 "then ur sis how"
__label__0 "sad story of a man last week was my my wife wish me my parents forgot n so did my kids i went to work even my colleagues did not wish"
__label__0 "is frnd a necesity in life imagine urself witout a frnd hw u feel at ur colleg wat u do wth ur cell wat abt functions thnk abt events espe cared missed amp irritated u 4wrd it to all those frnds wthout whom u cant live i jst did it takecare goodmorning"
__label__1 "you have won a guaranteed cash or a claim yr prize call our customer service representative on"
__label__0 "jus telling u dat i b leaving 4 shanghai on 21st instead so we haf more time 2 meet up cya"
__label__0 "understand his loss is my gain so do you work school"
__label__0 "feel like trying kadeem again v"
__label__0 "i am in hospital da i will return home in evening"
__label__0 "huh but i cant go 2 ur house empty handed right"
__label__0 "i have had two more letters from i will copy them for you cos one has a message for you speak soon"
__label__0 "i thinl role is like standing others have to hit"
__label__0 "i good have you registered to vote"
__label__0 "i might go 2 sch yar at e salon now v boring"
__label__1 "free camera phones with linerental from with 750 cross ntwk mins price txt bundle deals also avble call 08001950382 or mf"
__label__0 "i hope your alright babe i worry that you might have felt a bit desparate when you learned the job was a fake i am here waiting when you come back my love"
__label__0 "going thru a very different decisions and coping up with the same is the same will heal everything i believe"
__label__1 "splashmobile choose from 1000s of gr8 tones each wk this is a subscrition service with weekly tones costing 300p u have one credit kick back and enjoy"
__label__0 "in sch but neva mind u eat 1st lor"
__label__0 "captain is in our room"
__label__0 "i dunno until when lets go learn pilates"
__label__1 "enjoy the jamster videosound gold club with your credits for 2 new get more fun from help call 09701213186"
__label__0 "okay no no just shining on that was meant to be signing but that sounds better"
__label__1 "you have been specially selected to receive a 2000 pound award call 08712402050 before the lines close cost 10ppm t cs apply ag promo"
__label__0 "then anything special"
__label__0 "tell me again what your address is"
__label__1 "six chances to win cash from 100 to pounds txt csh11 and send to 87575 cost 6days tsandcs apply reply hl 4 info"
__label__0 "how are you wish you a great semester"
__label__1 "u can win of music gift vouchers every week starting now txt the word draw to 87066 tscs skillgame 1winaweek age16 150ppermesssubscription"
__label__1 "i do know u and u do know me send chat to 86688 now and let find each other only rcvd ldn 18 years or over"
__label__0 "just sent it so what type of food do you like"
__label__0 "gd luck 4 ur exams"
__label__0 "they said if its gon na snow it will start around 8 or 9 pm tonite they are predicting an inch of accumulation"
__label__0 "how are you my love are you with your brother time to talk english with him grins say hey muhommad penny says hello from across the sea"
__label__1 "no 1 polyphonic tone 4 ur mob every week just txt pt2 to 87575 1st tone free so get txtin now and tell ur friends 16 reply hl 4info"
__label__0 "excellent i see what riley plans are"
__label__0 "love you aathi love u lot"
__label__0 "babe what are you doing where are you who are you talking to do you think of me are you being a good boy are you missing me do you love me"
__label__0 "i not she lip synced with shangela"
__label__0 "am slow in using biola fne"
__label__0 "hey goin 2 meet him he wants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus home but hes sweet latelyxxx"
__label__0 "it fine imma get a drink or somethin want me to come find you"
__label__0 "and how your husband"
__label__0 "no just send to you bec you in temple na"
__label__1 "hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k"
__label__0 "save yourself the stress if the person has a dorm account just send your account details and the money will be sent to you"
__label__0 "want to send me a virtual hug i need one"
__label__0 "so how the weather over there"
__label__0 "both i shoot big loads so get ready"
__label__0 "yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke"
__label__0 "but you were together so you should be thinkin about him"
__label__0 "this pen thing is beyond a joke wont a biro do do do a masters as ca do this ever again"
__label__0 "so no messages had food"
__label__0 "nope since ayo travelled he has forgotten his guy"
__label__0 "its not the same here still looking for a job how much do ta earn there"
__label__0 "and stop wondering wow is she ever going to stop me because i will tm you whenever i want because you are mine laughs"
__label__0 "how are you enjoying this semester take care brother"
__label__0 "yup ok thanx"
__label__0 "do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love"
__label__0 "the word checkmate in chess comes from the persian phrase shah maat which means the king is dead goodmorning have a good day"
__label__0 "ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it"
__label__0 "single line with a big meaning miss anything 4 ur best life but do miss ur best life for anything gud nyt"
__label__0 "i stuck in da middle of da row on da right hand side of da lt"
__label__1 "buy space invaders 4 a chance 2 win orig arcade game console press 0 for games arcade std wap charge see 4 terms settings no purchase"
__label__0 "i reaching home in 5 min"
__label__0 "pls what the full name of joke school cos fees in university of florida seem to actually be lt gt pls holla back"
__label__0 "watching tv lor y she so funny we bluff her 4 wat izzit because she thk it impossible between us"
__label__0 "i know she called me"
__label__0 "sorry man accidentally left my phone on silent last night and did check it til i got up"
__label__0 "i wif him now buying tix lar"
__label__0 "send this to ur friends and receive something about ur voice how is my speaking expression of attitude lt gt lt gt reply me"
__label__1 "free msg we billed your mobile number by mistake from shortcode call 08081263000 to have charges call will be free from a bt landline"
__label__0 "he did see his shadow we get an early spring yay"
__label__0 "company is very is terrific and food is really nice"
__label__1 "dorothy bank of granite issues explosive pick for our members up over 300 nasdaq symbol cdgt that is a per"
__label__0 "4 oclock at mine just to bash out a flat plan"
__label__0 "and he apparently bffs with carly quick now"
__label__0 "i say that a good sign but well you know my track record at reading women"
__label__0 "you bad girl i can still remember them"
__label__0 "enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly"
__label__0 "i got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the lt gt day return period ended"
__label__0 "should i send you naughty pix"
__label__0 "hey company elama po mudyadhu"
__label__0 "s but he had some catches put down"
__label__0 "hi darlin how was work did u get into trouble ijust talked to your mum all morning i had a really good time last night im goin out soon but call me if u can"
__label__0 "this message is from a great doctor in india 1 do not drink appy fizz it contains cancer causing age"
__label__0 "o ic lol should play 9 doors sometime yo"
__label__0 "lol u still feeling sick"
__label__0 "i would but i still cozy and exhausted from last went to school or work everything is closed"
__label__0 "hi this is yijue it regarding the 3230 textbook it intro to algorithms second edition i selling it for 50"
__label__0 "do you mind if i ask what happened you dont have to say if it is uncomfortable"
__label__0 "i will cme i want to go to hos 2morow after that i wil cme this what i got from her dear what to do she didnt say any time"
__label__0 "i back amp we packing the car now i let you know if there room"
__label__0 "tell me they female v how you throwing in we deciding what all to get now"
__label__0 "sorry that was my uncle keep in touch"
__label__1 "you have an important customer service announcement call freephone 0800 542 0825 now"
__label__0 "if you ask her or she say any please message"
__label__0 "i on the bus love you"
__label__0 "wah okie okie muz make use of e unlimited haha"
__label__1 "as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a bonus prize call 09066368470"
__label__0 "cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full im still waitin 4 1 pete x"
__label__0 "lem me know when you here"
__label__0 "k i will give my kvb acc details"
__label__0 "my no in luton 0125698789 ring me if ur around h"
__label__0 "otherwise had part time job"
__label__0 "mark works tomorrow he gets out at 5 his work is by your house so he can meet u afterwards"
__label__0 "you also didnt get na hi hi hi hi hi"
__label__0 "spoke with uncle john today he strongly feels that you need to sacrifice to keep me here he going to call you when he does i beg you to just listen dont make any promises or make it clear things are not easy and i need you to please let us work things out as long as i keep expecting help my creativity will be stifled so pls just keep him happy no promises on your part"
__label__0 "you already got a flaky parent supposed to be the child job to support the parent not until they the ride age anyway i supposed to be there to support you and now i hurt you unintentional but hurt nonetheless"
__label__0 "that day ü say ü cut ur hair at paragon is it called hair sense do ü noe how much is a hair cut"
__label__0 "many more happy returns of the day i wish you happy birthday"
__label__0 "i sorry i joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great"
__label__0 "ok take ur time n enjoy ur dinner"
__label__0 "neshanth tel me who r u"
__label__0 "what is important is that you prevent dehydration by giving her enough fluids"
__label__0 "and don t worry we ll have finished by march ish"
__label__0 "so when do you wan na gym harri"
__label__0 "omg if its not one thing its another my cat has worms when does this bad day end"
__label__0 "even if he my friend he is a priest call him now"
__label__0 "pls confirm the time to collect the cheque"
__label__0 "sorry i call later"
__label__0 "thanx 4 sending me home"
__label__0 "i think chennai well settled"
__label__1 "sms services for your inclusive text credits pls goto unsubscribe with stop no extra charge po box420 ip4 5we"
__label__0 "hello just got here st its a long way its cold i will keep you posted"
__label__0 "he really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes"
__label__1 "you have an important customer service announcement call freephone 0800 542 0825 now"
__label__0 "i do know but i raping dudes at poker"
__label__0 "said kiss kiss i ca do the sound effects he is a gorgeous man is he kind of person who needs a smile to brighten his day"
__label__0 "send his number and give reply tomorrow morning for why you said that to him like that ok"
__label__0 "are you up for the challenge i know i am"
__label__0 "wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave i sorry i did and do have more to give i sorry i offered i sorry your room was so embarassing"
__label__0 "please leave this topic sorry for telling that"
__label__1 "ur awarded a city break and could win a summer shopping spree every wk txt store to 88039 skilgme tscs087147403231winawk age16"
__label__0 "yo come over carlos will be here soon"
__label__0 "no pic please"
__label__0 "now u sound like manky scouse boy steve like i is travelling on da bus has u inmind 4 recreation dis eve"
__label__0 "where r we meeting"
__label__0 "how come u got nothing to do"
__label__1 "todays voda numbers ending 1225 are selected to receive a if you have a match please call 08712300220 quoting claim code 3100 standard rates app"
__label__1 "text banneduk to 89555 to see cost 150p textoperator g696ga xxx"
__label__0 "should i head straight there or what"
__label__0 "what he said is not the matter my mind saying some other matter is there"
__label__0 "that the way you should stay oh"
__label__1 "u ve bin awarded to play 4 instant cash call 08715203028 to claim every 9th player wins min optout 08718727870"
__label__0 "thank you baby i cant wait to taste the real thing"
__label__0 "sry da jst nw only i came to home"
__label__0 "ü mean it confirmed i tot they juz say oni ok then"
__label__1 "thanks for your ringtone order reference t91 you will be charged gbp 4 per week you can unsubscribe at anytime by calling customer services on 09057039994"
__label__0 "can you do online transaction"
__label__0 "carlos took a while again we leave in a minute"
__label__0 "sorry man my account dry or i would if you want we could trade back half or i could buy some shit with my credit card"
__label__0 "went fast asleep care"
__label__0 "i do know what u mean is the king of not havin credit i goin2bed now night night sweet only1more sleep"
__label__0 "the hair cream has not been shipped"
__label__0 "i prefer my free days tues wed fri oso can ü ask those workin lor"
__label__0 "if you r home then come down within 5 min"
__label__0 "excellent wish we were together right now"
__label__0 "is it ok if i stay the night here xavier has a sleeping bag and i getting tired"
__label__0 "watching ajith film ah"
__label__1 "u have won a nokia 6230 plus a free digital camera this is what u get when u win our free auction to take part send nokia to 83383 now 16"
__label__0 "oh mr sheffield you wan na play that game okay you the boss and i the nanny you give me a raise and i give you one"
__label__0 "g says you never answer your texts"
__label__1 "got what it takes 2 take part in the wrc rally in oz u can with lucozade energy text rally le to 61200 25p see packs or itcould be u"
__label__0 "haha sounds crazy dunno can tahan anot"
__label__0 "tell me something thats okay"
__label__0 "wat r u doing"
__label__0 "they just talking thats it de they wont any other"
__label__1 "u r a winner u ave been specially selected 2 receive cash or a 4 holiday flights inc speak to a live operator 2 claim 18"
__label__0 "its too late but its you the same"
__label__0 "great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love lt gt times per night"
__label__0 "oh god i gon na google nearby cliffs now"
__label__0 "i at work please call"
__label__0 "pls tell nelson that the bb are no longer comin the money i was expecting aint coming"
__label__0 "booked ticket for pongal"
__label__0 "what does the dance river do"
__label__0 "it certainly puts things into perspective when something like this happens"
__label__0 "no screaming means shouting"
__label__1 "wan2 win a with westlife 4 u or a m8 they are currently on what tour 1 unbreakable 2 untamed 3 unkempt text or 3 to 83049 cost 50p text"
__label__1 "you have 1 new message please call 08715205273"
__label__0 "we will meet soon princess ttyl"
__label__0 "dunno lei shd b driving lor cos i go sch 1 hr oni"
__label__0 "not to worry i sure you get it"
__label__0 "then cant get da laptop my matric card wif ü lei"
__label__0 "is any problem to u frm him wats matter"
__label__0 "ok very good its all about making that money"
__label__0 "well boy am i glad g wasted all night at applebees for nothing"
__label__0 ok
__label__1 "25p 4 alfie moon children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity"
__label__0 "same wana plan a trip sometme then"
__label__1 "you are being contacted by our dating service by someone you know to find out who it is call from your mobile or landline 09064017305 pobox75ldns7"
__label__0 "do 1 thing change that sentence into because i want 2 concentrate in my educational career im leaving here"
__label__0 "tell her i said eat shit"
__label__0 "boo what time u get out u were supposed to take me shopping today"
__label__0 "ok lor"
__label__0 "get ready to put on your excellent sub face"
__label__0 "so what about you what do you remember"
__label__0 "you will be in the place of that man"
__label__0 "dunno da next show aft 6 is 850 toa payoh got 650"
__label__0 "genius what up how your brother pls send his number to my skype"
__label__0 "maybe westshore or hyde park village the place near my house"
__label__0 "i text carlos and let you know hang on"
__label__0 "nope c ü then"
__label__0 "you only hate me you can call any but you didnt accept even a single call of mine or even you messaged"
__label__0 "u coming back 4 dinner rite dad ask me so i re confirm wif u"
__label__0 "i do know same thing that wrong everyso often he panicks starts goin on bout not bein good enough"
__label__0 "this single single answers are we fighting plus i said am broke and you didnt reply"
__label__0 "hello hun how ru its here by the way im good been on 2 dates with that guy i met in walkabout so far we have to meet up soon hows everyone else"
__label__0 "dunno lei ü all decide lor how abt leona oops i tot ben is going n i msg him"
__label__1 "urgent your 4 costa del sol holiday or await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh max10mins"
__label__0 "i am thinking of going down to reg for pract lessons flung my advance haha wat time u going"
__label__0 "that y u haf 2 keep me busy"
__label__0 "well am officially in a philosophical hole so if u wan na call am at home ready to be saved"
__label__0 "yar i tot u knew dis would happen long ago already"
__label__0 "not sure i have the stomach for it"
__label__0 "we r stayin here an extra week back next how did we do in the rugby this weekend hi to and and c u soon"
__label__1 "show ur colours euro 2004 offer get an england flag 3lions tone on ur phone click on the following service message for info"
__label__0 "the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas"
__label__0 "today is accept day u accept me as brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy"
__label__0 "love it daddy will make you scream with pleasure i am going to slap your ass with my dick"
__label__0 "2marrow only wed at lt gt to 2 aha"
__label__0 "have seen my facebook huh lol"
__label__0 "edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm gn ge gnt"
__label__0 "i walked an hour 2 c u that show i care y wont u believe im serious"
__label__0 "i m going to try for 2 months ha ha only joking"
__label__0 "thanks for your message i really appreciate your sacrifice i not sure of the process of direct pay but will find out on my way back from the test tomorrow i in class now do have a wonderful day"
__label__0 "sitting ard nothing to do lor u leh busy w work"
__label__0 "i will treasure every moment we spend together"
__label__1 "for your chance to win a free bluetooth headset then simply reply back with adp"
__label__0 "fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose u lose if u win u still lose"
__label__1 "latest news police station toilet stolen cops have nothing to go on"
__label__0 "whenevr ur sad whenevr ur gray remembr im here 2 listn 2 watevr u wan na say jus walk wid me a little while amp i promise i bring back ur smile"
__label__1 "22 days to kick off for euro2004 u will be kept up to date with the latest news and results daily to be removed send get txt stop to 83222"
__label__0 "what part of do initiate do you understand"
__label__0 "can help u swoop by picking u up from wherever ur other birds r meeting if u want"
__label__0 "hiya how was last night i been naughty and bought myself clothes and very little ready for more shopping tho what kind of time do you wan na meet"
__label__0 "for you information ikea is spelled with all caps that is not yelling when you thought i had left you you were sitting on the bed among the mess when i came in i said we were going after you got home from class please do try and bullshit me it makes me want to listen to you less"
__label__0 "sorry i call later"
__label__0 "dear we got lt gt dollars hi hi"
__label__0 "xy trying smth now u eat already we havent"
__label__0 "same as kallis dismissial in 2nd test"
